'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:00.569 12/08/2009]',-9.000,-7.000,-11.000,-10.000,-10.000,-14.000,-21.000,-10.000,-9.000,-5.000,-6.000,-7.000,-16.000,-11.000,-12.000,-17.000,-11.000,-10.000,-11.000,-13.000,-18.000,-70.000,-64.000,-69.000,-56.000,-31.000,-29.000,-34.000,-42.000,-29.000,-23.000,-13.000,-14.000,-15.000,-16.000,-17.000,-15.000,-24.000,-12.000,-8.000,-10.000,-4.000,-8.000,-7.000,-3.000,-4.000,-2.000,-4.000,0.000,0.000,3.000,0.000,-4.000,-4.000,-5.000,4.000,8.000,1.000,-1.000,-1.000,5.000,3.000,3.000,9.000,0.000
'[16:17:00.575 12/08/2009]',-6.000,-3.000,-5.000,-5.000,-5.000,-10.000,-17.000,-8.000,-6.000,0.000,-2.000,-3.000,-13.000,-9.000,-10.000,-16.000,-9.000,-8.000,-9.000,-12.000,-17.000,-63.000,-59.000,-64.000,-49.000,-25.000,-25.000,-29.000,-45.000,-25.000,-18.000,-9.000,-9.000,-10.000,-12.000,-13.000,-6.000,-24.000,-10.000,-2.000,-9.000,-5.000,-7.000,-7.000,-6.000,-5.000,-2.000,-5.000,-1.000,-1.000,1.000,-1.000,-4.000,-4.000,-5.000,2.000,6.000,-1.000,-2.000,-2.000,1.000,-2.000,-1.000,-8.000,0.000
'[16:17:00.581 12/08/2009]',-4.000,0.000,-2.000,-2.000,-2.000,-9.000,-15.000,-6.000,-4.000,1.000,0.000,-2.000,-14.000,-8.000,-8.000,-14.000,-8.000,-8.000,-10.000,-12.000,-16.000,-63.000,-57.000,-57.000,-48.000,-23.000,-23.000,-32.000,-47.000,-24.000,-17.000,-7.000,-8.000,-9.000,-11.000,-13.000,-9.000,-20.000,-9.000,-4.000,-7.000,0.000,-12.000,-9.000,-10.000,-4.000,-3.000,-6.000,0.000,0.000,0.000,-1.000,-4.000,-4.000,-3.000,1.000,7.000,-2.000,-2.000,-1.000,1.000,-2.000,0.000,-3.000,0.000
'[16:17:00.588 12/08/2009]',-4.000,0.000,-3.000,-3.000,-4.000,-9.000,-14.000,-7.000,-5.000,-1.000,-2.000,-4.000,-14.000,-7.000,-14.000,-14.000,-10.000,-10.000,-12.000,-15.000,-18.000,-63.000,-57.000,-58.000,-48.000,-24.000,-24.000,-32.000,-45.000,-26.000,-21.000,-10.000,-11.000,-11.000,-13.000,-14.000,-8.000,-19.000,-12.000,0.000,-9.000,-1.000,-22.000,-8.000,-10.000,-3.000,-9.000,-10.000,-4.000,-3.000,-2.000,-4.000,-7.000,-8.000,-6.000,-2.000,4.000,-5.000,-5.000,-4.000,-1.000,-4.000,-1.000,0.000,0.000
'[16:17:00.594 12/08/2009]',-8.000,-4.000,-7.000,-6.000,-7.000,-10.000,-12.000,-12.000,-8.000,-5.000,-6.000,-6.000,-16.000,-6.000,-18.000,-17.000,-13.000,-13.000,-14.000,-16.000,-20.000,-64.000,-58.000,-65.000,-50.000,-28.000,-27.000,-32.000,-45.000,-28.000,-24.000,-13.000,-14.000,-12.000,-13.000,-14.000,-5.000,-26.000,-15.000,-18.000,-13.000,-15.000,-12.000,-10.000,-13.000,-9.000,-9.000,-11.000,-5.000,-5.000,-4.000,-6.000,-8.000,-8.000,-9.000,-4.000,0.000,-6.000,-7.000,-7.000,-6.000,-7.000,-6.000,-17.000,0.000
'[16:17:00.600 12/08/2009]',-8.000,-6.000,-8.000,-6.000,-5.000,-5.000,-9.000,-11.000,-9.000,-5.000,-5.000,-6.000,-13.000,0.000,-17.000,-18.000,-13.000,-14.000,-14.000,-16.000,-19.000,-65.000,-57.000,-64.000,-50.000,-28.000,-27.000,-32.000,-43.000,-27.000,-25.000,-14.000,-15.000,-13.000,-14.000,-15.000,-9.000,-25.000,-14.000,-5.000,-11.000,0.000,-7.000,-9.000,-9.000,-7.000,-6.000,-9.000,-4.000,-2.000,-3.000,-6.000,-8.000,-7.000,-7.000,-2.000,2.000,-5.000,-6.000,-3.000,-2.000,-3.000,-1.000,1.000,0.000
'[16:17:00.606 12/08/2009]',-8.000,-6.000,-8.000,-8.000,-8.000,-13.000,-17.000,-9.000,-8.000,-6.000,-7.000,-8.000,-21.000,-19.000,-12.000,-15.000,-13.000,-13.000,-15.000,-18.000,-20.000,-63.000,-57.000,-66.000,-50.000,-27.000,-28.000,-34.000,-48.000,-27.000,-24.000,-14.000,-15.000,-15.000,-16.000,-17.000,-3.000,-25.000,-14.000,6.000,-11.000,5.000,-14.000,-9.000,-7.000,-3.000,-7.000,-10.000,-5.000,-3.000,-3.000,-6.000,-9.000,-8.000,-5.000,-3.000,0.000,-5.000,-6.000,-4.000,-3.000,-5.000,-3.000,-6.000,0.000
'[16:17:00.613 12/08/2009]',-9.000,-7.000,-9.000,-8.000,-9.000,-12.000,-14.000,-11.000,-8.000,-7.000,-8.000,-8.000,-19.000,-13.000,-14.000,-16.000,-14.000,-13.000,-15.000,-17.000,-21.000,-67.000,-60.000,-66.000,-50.000,-26.000,-27.000,-33.000,-51.000,-26.000,-23.000,-13.000,-14.000,-14.000,-14.000,-15.000,-2.000,-26.000,-12.000,-3.000,-11.000,-3.000,-4.000,-9.000,-9.000,-7.000,-5.000,-8.000,-3.000,-2.000,-1.000,-5.000,-8.000,-8.000,-8.000,-1.000,3.000,-3.000,-5.000,-5.000,-1.000,-3.000,-2.000,-11.000,0.000
'[16:17:00.619 12/08/2009]',-3.000,-1.000,-3.000,-2.000,-2.000,-6.000,-10.000,-4.000,-2.000,1.000,-1.000,-2.000,-13.000,-7.000,-9.000,-10.000,-7.000,-6.000,-9.000,-13.000,-19.000,-59.000,-52.000,-60.000,-45.000,-19.000,-22.000,-32.000,-42.000,-20.000,-15.000,-6.000,-6.000,-6.000,-8.000,-8.000,0.000,-21.000,-5.000,-6.000,-2.000,4.000,-2.000,-6.000,-1.000,-1.000,3.000,-2.000,3.000,4.000,6.000,1.000,-3.000,-4.000,-4.000,5.000,10.000,3.000,0.000,0.000,9.000,4.000,5.000,9.000,0.000
'[16:17:00.625 12/08/2009]',3.000,5.000,3.000,4.000,3.000,-3.000,-7.000,2.000,2.000,7.000,6.000,2.000,-9.000,-5.000,-5.000,-4.000,-2.000,-1.000,-5.000,-10.000,-15.000,-53.000,-48.000,-53.000,-38.000,-17.000,-17.000,-26.000,-35.000,-16.000,-13.000,-3.000,-4.000,-4.000,-5.000,-6.000,7.000,-19.000,-4.000,-4.000,0.000,4.000,-8.000,-4.000,-6.000,0.000,0.000,-3.000,2.000,3.000,6.000,2.000,-1.000,-2.000,-2.000,4.000,8.000,3.000,1.000,0.000,9.000,3.000,5.000,-4.000,0.000
'[16:17:00.631 12/08/2009]',3.000,6.000,3.000,3.000,1.000,-2.000,-5.000,1.000,1.000,6.000,5.000,1.000,-9.000,-5.000,-4.000,-4.000,-5.000,-3.000,-7.000,-10.000,-15.000,-58.000,-50.000,-53.000,-41.000,-17.000,-17.000,-22.000,-31.000,-16.000,-15.000,-4.000,-5.000,-5.000,-6.000,-6.000,5.000,-20.000,-6.000,-7.000,-4.000,-2.000,-8.000,-5.000,-14.000,-1.000,-2.000,-4.000,0.000,1.000,2.000,-1.000,-4.000,-3.000,-4.000,2.000,3.000,-1.000,-2.000,-1.000,6.000,-1.000,2.000,-3.000,0.000
'[16:17:00.638 12/08/2009]',0.000,4.000,1.000,0.000,-1.000,-3.000,-5.000,-1.000,-1.000,2.000,2.000,-2.000,-12.000,-8.000,-4.000,-5.000,-9.000,-8.000,-11.000,-14.000,-17.000,-59.000,-52.000,-54.000,-44.000,-21.000,-20.000,-29.000,-41.000,-19.000,-15.000,-7.000,-9.000,-8.000,-9.000,-10.000,1.000,-26.000,-7.000,-1.000,-5.000,-1.000,-6.000,-8.000,-11.000,-3.000,-2.000,-6.000,-3.000,-2.000,0.000,-3.000,-5.000,-5.000,-4.000,1.000,1.000,-2.000,-4.000,-3.000,5.000,-2.000,2.000,1.000,0.000
'[16:17:00.644 12/08/2009]',-1.000,1.000,-2.000,-2.000,-2.000,-4.000,-9.000,-2.000,-1.000,1.000,1.000,-3.000,-11.000,-6.000,-3.000,-5.000,-8.000,-8.000,-10.000,-12.000,-14.000,-59.000,-52.000,-55.000,-44.000,-23.000,-22.000,-28.000,-37.000,-21.000,-16.000,-8.000,-9.000,-8.000,-10.000,-10.000,-6.000,-20.000,-8.000,9.000,-4.000,0.000,-2.000,-9.000,-13.000,-2.000,0.000,-3.000,1.000,1.000,4.000,1.000,-2.000,-1.000,-2.000,5.000,5.000,2.000,1.000,1.000,6.000,2.000,5.000,-10.000,0.000
'[16:17:00.650 12/08/2009]',-1.000,1.000,-2.000,0.000,-1.000,-4.000,-10.000,-1.000,0.000,2.000,2.000,-1.000,-8.000,-4.000,-2.000,-5.000,-6.000,-6.000,-7.000,-9.000,-12.000,-61.000,-53.000,-55.000,-45.000,-22.000,-23.000,-27.000,-36.000,-21.000,-16.000,-8.000,-10.000,-9.000,-9.000,-10.000,-4.000,-20.000,-8.000,5.000,-4.000,1.000,1.000,-8.000,-9.000,1.000,2.000,-1.000,3.000,2.000,5.000,2.000,1.000,0.000,0.000,8.000,7.000,3.000,4.000,4.000,8.000,6.000,10.000,9.000,0.000
'[16:17:00.656 12/08/2009]',0.000,1.000,-3.000,0.000,-2.000,-4.000,-6.000,-1.000,-2.000,0.000,1.000,0.000,-7.000,-3.000,-4.000,-6.000,-7.000,-6.000,-6.000,-7.000,-10.000,-57.000,-52.000,-56.000,-44.000,-22.000,-21.000,-26.000,-40.000,-19.000,-14.000,-8.000,-9.000,-7.000,-8.000,-8.000,0.000,-17.000,-8.000,5.000,-4.000,1.000,-6.000,-7.000,-7.000,0.000,0.000,0.000,3.000,2.000,5.000,2.000,1.000,0.000,0.000,7.000,8.000,4.000,4.000,5.000,9.000,7.000,11.000,5.000,0.000
'[16:17:00.663 12/08/2009]',-3.000,0.000,-2.000,2.000,1.000,-1.000,-1.000,-3.000,-3.000,2.000,4.000,1.000,-6.000,-2.000,-5.000,-7.000,-6.000,-4.000,-5.000,-7.000,-11.000,-60.000,-52.000,-57.000,-43.000,-21.000,-19.000,-24.000,-42.000,-20.000,-14.000,-7.000,-7.000,-6.000,-7.000,-7.000,-1.000,-16.000,-9.000,3.000,-4.000,1.000,-10.000,-7.000,-9.000,0.000,0.000,1.000,4.000,3.000,6.000,3.000,0.000,0.000,-1.000,7.000,10.000,4.000,4.000,4.000,8.000,7.000,10.000,-3.000,0.000
'[16:17:00.669 12/08/2009]',-1.000,2.000,-1.000,2.000,1.000,-2.000,-3.000,-2.000,-3.000,4.000,6.000,1.000,-8.000,-4.000,-7.000,-6.000,-5.000,-4.000,-6.000,-9.000,-14.000,-58.000,-52.000,-54.000,-42.000,-21.000,-20.000,-25.000,-35.000,-18.000,-13.000,-6.000,-6.000,-6.000,-8.000,-8.000,-7.000,-19.000,-6.000,3.000,-2.000,3.000,-2.000,-7.000,0.000,1.000,3.000,2.000,4.000,4.000,6.000,3.000,0.000,1.000,-1.000,8.000,10.000,4.000,4.000,4.000,9.000,6.000,11.000,8.000,0.000
'[16:17:00.675 12/08/2009]',3.000,7.000,1.000,3.000,1.000,0.000,-4.000,2.000,2.000,6.000,8.000,2.000,-7.000,-2.000,1.000,0.000,-3.000,-2.000,-4.000,-7.000,-12.000,-55.000,-49.000,-53.000,-38.000,-17.000,-18.000,-23.000,-35.000,-15.000,-7.000,-2.000,-3.000,-3.000,-5.000,-5.000,-5.000,-22.000,-1.000,-3.000,2.000,-1.000,1.000,-8.000,2.000,1.000,5.000,3.000,7.000,6.000,7.000,4.000,1.000,3.000,-2.000,9.000,10.000,5.000,4.000,3.000,9.000,5.000,8.000,-5.000,0.000
'[16:17:00.681 12/08/2009]',5.000,10.000,4.000,5.000,4.000,3.000,-1.000,5.000,4.000,7.000,7.000,3.000,-2.000,10.000,6.000,2.000,-3.000,-3.000,-4.000,-7.000,-12.000,-56.000,-49.000,-57.000,-38.000,-16.000,-18.000,-25.000,-38.000,-16.000,-7.000,-3.000,-4.000,-4.000,-6.000,-6.000,-8.000,-28.000,-1.000,-16.000,2.000,-9.000,0.000,-10.000,-3.000,1.000,5.000,1.000,5.000,3.000,4.000,1.000,-2.000,-2.000,-5.000,6.000,8.000,2.000,2.000,1.000,6.000,3.000,6.000,-3.000,0.000
'[16:17:00.688 12/08/2009]',3.000,5.000,-1.000,-1.000,-2.000,-6.000,-11.000,3.000,1.000,3.000,1.000,-4.000,-13.000,-9.000,3.000,-1.000,-7.000,-8.000,-10.000,-12.000,-17.000,-55.000,-52.000,-60.000,-39.000,-19.000,-22.000,-29.000,-43.000,-14.000,-9.000,-8.000,-9.000,-10.000,-12.000,-13.000,-10.000,-26.000,-2.000,2.000,0.000,7.000,2.000,-7.000,2.000,3.000,6.000,0.000,2.000,0.000,2.000,-1.000,-3.000,-2.000,-2.000,6.000,7.000,0.000,1.000,0.000,7.000,4.000,6.000,5.000,0.000
'[16:17:00.694 12/08/2009]',2.000,2.000,-6.000,-5.000,-6.000,-12.000,-15.000,1.000,-2.000,0.000,-1.000,-5.000,-17.000,-14.000,3.000,-3.000,-8.000,-8.000,-10.000,-13.000,-16.000,-56.000,-51.000,-56.000,-39.000,-20.000,-22.000,-27.000,-42.000,-14.000,-10.000,-9.000,-10.000,-10.000,-12.000,-12.000,-6.000,-25.000,-3.000,3.000,1.000,1.000,0.000,-6.000,-3.000,1.000,3.000,-2.000,0.000,-2.000,2.000,-2.000,-4.000,-3.000,-5.000,3.000,5.000,0.000,-1.000,-4.000,4.000,0.000,0.000,-11.000,0.000
'[16:17:00.700 12/08/2009]',0.000,0.000,-6.000,-5.000,-3.000,-7.000,-10.000,-1.000,-4.000,-2.000,-2.000,-4.000,-12.000,-6.000,-2.000,-4.000,-9.000,-8.000,-9.000,-13.000,-14.000,-56.000,-50.000,-53.000,-40.000,-20.000,-21.000,-26.000,-40.000,-17.000,-12.000,-9.000,-9.000,-9.000,-10.000,-10.000,-8.000,-26.000,-6.000,3.000,-2.000,-2.000,-4.000,-6.000,-6.000,0.000,1.000,-3.000,1.000,-2.000,4.000,-1.000,-3.000,-2.000,-5.000,3.000,6.000,1.000,0.000,-3.000,5.000,1.000,2.000,3.000,0.000
'[16:17:00.706 12/08/2009]',-3.000,0.000,-6.000,-4.000,-3.000,-7.000,-10.000,-4.000,-6.000,-2.000,-2.000,-4.000,-13.000,-8.000,-5.000,-5.000,-9.000,-8.000,-9.000,-12.000,-15.000,-56.000,-51.000,-54.000,-42.000,-22.000,-23.000,-29.000,-42.000,-19.000,-13.000,-9.000,-10.000,-11.000,-12.000,-13.000,-11.000,-29.000,-9.000,1.000,-6.000,-1.000,-7.000,-6.000,-6.000,0.000,-3.000,-6.000,0.000,-3.000,2.000,-2.000,-2.000,-1.000,-3.000,-1.000,5.000,0.000,1.000,-1.000,4.000,1.000,4.000,-2.000,0.000
'[16:17:00.713 12/08/2009]',-5.000,-1.000,-7.000,-6.000,-5.000,-9.000,-12.000,-6.000,-8.000,-3.000,-3.000,-6.000,-14.000,-7.000,-6.000,-6.000,-11.000,-10.000,-10.000,-13.000,-15.000,-55.000,-51.000,-55.000,-38.000,-21.000,-23.000,-30.000,-45.000,-18.000,-12.000,-9.000,-10.000,-11.000,-13.000,-13.000,-12.000,-24.000,-8.000,5.000,-6.000,-4.000,-6.000,-7.000,-10.000,0.000,-4.000,-5.000,0.000,-5.000,1.000,-2.000,-3.000,-2.000,-4.000,-2.000,5.000,0.000,0.000,-1.000,2.000,1.000,3.000,-10.000,0.000
'[16:17:00.719 12/08/2009]',-1.000,2.000,-5.000,-4.000,-3.000,-8.000,-11.000,-2.000,-5.000,-1.000,-2.000,-5.000,-13.000,-8.000,-2.000,-3.000,-9.000,-8.000,-9.000,-12.000,-13.000,-53.000,-47.000,-53.000,-37.000,-17.000,-21.000,-26.000,-39.000,-16.000,-10.000,-6.000,-7.000,-8.000,-11.000,-11.000,-10.000,-22.000,-6.000,-4.000,-3.000,-1.000,3.000,-4.000,-3.000,2.000,0.000,-1.000,3.000,-1.000,4.000,0.000,-1.000,-1.000,-1.000,2.000,8.000,2.000,2.000,1.000,5.000,4.000,8.000,6.000,0.000
'[16:17:00.725 12/08/2009]',1.000,3.000,-4.000,-3.000,-4.000,-9.000,-12.000,0.000,-3.000,0.000,-1.000,-4.000,-13.000,-8.000,-2.000,0.000,-6.000,-7.000,-8.000,-11.000,-13.000,-52.000,-48.000,-54.000,-36.000,-17.000,-22.000,-27.000,-40.000,-15.000,-9.000,-6.000,-6.000,-7.000,-10.000,-11.000,-11.000,-25.000,-4.000,-4.000,0.000,-4.000,3.000,-3.000,-1.000,1.000,2.000,0.000,4.000,1.000,6.000,1.000,0.000,0.000,1.000,4.000,8.000,3.000,4.000,3.000,4.000,5.000,9.000,-7.000,0.000
'[16:17:00.731 12/08/2009]',2.000,4.000,-2.000,-1.000,-2.000,-5.000,-10.000,3.000,0.000,1.000,1.000,-1.000,-9.000,-6.000,1.000,3.000,-4.000,-4.000,-5.000,-9.000,-13.000,-53.000,-49.000,-59.000,-37.000,-16.000,-21.000,-25.000,-47.000,-15.000,-8.000,-5.000,-6.000,-6.000,-8.000,-8.000,-7.000,-29.000,-3.000,-3.000,2.000,-4.000,4.000,-6.000,0.000,2.000,5.000,2.000,5.000,2.000,6.000,2.000,0.000,0.000,0.000,5.000,9.000,3.000,3.000,2.000,4.000,3.000,8.000,-3.000,0.000
'[16:17:00.738 12/08/2009]',1.000,2.000,-3.000,-2.000,-2.000,-4.000,-9.000,1.000,-3.000,0.000,-1.000,-3.000,-10.000,-6.000,-4.000,-3.000,-8.000,-8.000,-8.000,-11.000,-14.000,-55.000,-51.000,-52.000,-41.000,-21.000,-23.000,-27.000,-39.000,-21.000,-12.000,-8.000,-10.000,-9.000,-11.000,-12.000,-7.000,-21.000,-10.000,-2.000,-5.000,0.000,-6.000,-5.000,-3.000,0.000,-3.000,-6.000,-4.000,-5.000,-1.000,-5.000,-6.000,-5.000,-5.000,-2.000,1.000,-5.000,-4.000,-4.000,-4.000,-5.000,0.000,-5.000,0.000
'[16:17:00.744 12/08/2009]',-7.000,-3.000,-10.000,-8.000,-7.000,-10.000,-13.000,-8.000,-11.000,-6.000,-7.000,-9.000,-17.000,-12.000,-14.000,-13.000,-16.000,-15.000,-15.000,-16.000,-18.000,-52.000,-50.000,-49.000,-42.000,-23.000,-26.000,-29.000,-40.000,-24.000,-13.000,-12.000,-13.000,-13.000,-15.000,-16.000,-7.000,-21.000,-15.000,-9.000,-9.000,-7.000,-13.000,-6.000,-13.000,-3.000,-7.000,-9.000,-6.000,-7.000,-3.000,-7.000,-7.000,-6.000,-5.000,-3.000,1.000,-4.000,-3.000,-3.000,-5.000,-4.000,-1.000,-18.000,0.000
'[16:17:00.750 12/08/2009]',-4.000,2.000,-5.000,-6.000,-7.000,-10.000,-15.000,-2.000,-4.000,1.000,-2.000,-6.000,-15.000,-11.000,-7.000,-5.000,-9.000,-9.000,-9.000,-11.000,-14.000,-43.000,-43.000,-47.000,-31.000,-13.000,-19.000,-25.000,-37.000,-11.000,-2.000,-2.000,-2.000,-4.000,-8.000,-8.000,-6.000,-21.000,0.000,-3.000,3.000,-3.000,4.000,-2.000,2.000,2.000,6.000,3.000,7.000,5.000,8.000,4.000,3.000,5.000,6.000,9.000,14.000,7.000,6.000,5.000,9.000,7.000,9.000,9.000,0.000
'[16:17:00.756 12/08/2009]',7.000,11.000,3.000,0.000,-2.000,-5.000,-11.000,5.000,4.000,6.000,3.000,-2.000,-11.000,-7.000,-1.000,0.000,-5.000,-6.000,-6.000,-10.000,-10.000,-43.000,-41.000,-45.000,-31.000,-13.000,-20.000,-25.000,-35.000,-12.000,-3.000,-4.000,-5.000,-7.000,-10.000,-12.000,-14.000,-21.000,-3.000,-3.000,0.000,-5.000,3.000,-3.000,0.000,2.000,1.000,-2.000,1.000,-2.000,1.000,-3.000,-4.000,-3.000,-3.000,2.000,6.000,-2.000,-2.000,-5.000,4.000,-2.000,1.000,-3.000,0.000
'[16:17:00.763 12/08/2009]',0.000,4.000,-3.000,-6.000,-7.000,-7.000,-11.000,0.000,-1.000,0.000,-1.000,-5.000,-13.000,-3.000,-7.000,-2.000,-8.000,-9.000,-10.000,-12.000,-13.000,-48.000,-46.000,-48.000,-34.000,-16.000,-20.000,-24.000,-37.000,-14.000,-5.000,-3.000,-4.000,-5.000,-7.000,-8.000,-9.000,-23.000,-3.000,-19.000,1.000,-13.000,0.000,-4.000,-6.000,1.000,1.000,1.000,5.000,2.000,5.000,1.000,-1.000,0.000,-3.000,5.000,9.000,2.000,1.000,-4.000,5.000,0.000,1.000,-9.000,0.000
'[16:17:00.769 12/08/2009]',4.000,10.000,3.000,2.000,1.000,3.000,-1.000,4.000,4.000,7.000,5.000,1.000,-6.000,0.000,-4.000,0.000,-3.000,-3.000,-6.000,-10.000,-14.000,-44.000,-41.000,-42.000,-32.000,-14.000,-16.000,-19.000,-33.000,-12.000,-6.000,-2.000,-3.000,-3.000,-4.000,-5.000,-3.000,-18.000,-3.000,7.000,1.000,5.000,-5.000,-1.000,-3.000,2.000,2.000,0.000,3.000,-1.000,3.000,-2.000,-4.000,-3.000,-2.000,4.000,6.000,-1.000,-3.000,-6.000,4.000,-1.000,2.000,4.000,0.000
'[16:17:00.775 12/08/2009]',-1.000,3.000,-3.000,-2.000,-4.000,-6.000,-7.000,-4.000,-2.000,1.000,0.000,-6.000,-16.000,-17.000,-6.000,-7.000,-9.000,-9.000,-12.000,-16.000,-19.000,-49.000,-46.000,-48.000,-38.000,-20.000,-21.000,-25.000,-36.000,-20.000,-14.000,-9.000,-11.000,-10.000,-9.000,-10.000,-10.000,-21.000,-9.000,-2.000,-4.000,1.000,-1.000,-3.000,-6.000,-1.000,0.000,-5.000,-2.000,-6.000,-1.000,-5.000,-6.000,-6.000,-5.000,2.000,2.000,-4.000,-5.000,-7.000,0.000,-4.000,-2.000,-13.000,0.000
'[16:17:00.781 12/08/2009]',-7.000,-2.000,-8.000,-6.000,-6.000,-5.000,-9.000,-8.000,-8.000,-4.000,-3.000,-7.000,-15.000,-11.000,-10.000,-10.000,-12.000,-12.000,-12.000,-15.000,-20.000,-55.000,-51.000,-55.000,-42.000,-22.000,-24.000,-26.000,-39.000,-23.000,-17.000,-11.000,-13.000,-11.000,-12.000,-12.000,-12.000,-26.000,-11.000,-15.000,-4.000,-4.000,-6.000,-6.000,-12.000,-4.000,-2.000,-6.000,-3.000,-8.000,0.000,-3.000,-5.000,-5.000,-6.000,1.000,1.000,-3.000,-3.000,-5.000,0.000,-2.000,1.000,-6.000,0.000
'[16:17:00.788 12/08/2009]',-5.000,0.000,-7.000,-5.000,-6.000,-6.000,-9.000,-5.000,-7.000,-4.000,-4.000,-6.000,-14.000,-10.000,-14.000,-9.000,-11.000,-11.000,-10.000,-12.000,-17.000,-52.000,-48.000,-55.000,-38.000,-21.000,-23.000,-26.000,-38.000,-19.000,-16.000,-9.000,-10.000,-10.000,-12.000,-13.000,-14.000,-27.000,-8.000,-6.000,-2.000,-7.000,-4.000,-7.000,-7.000,-2.000,-3.000,-5.000,-1.000,-7.000,1.000,-2.000,-3.000,-1.000,-2.000,0.000,1.000,-1.000,0.000,0.000,1.000,-1.000,7.000,1.000,0.000
'[16:17:00.794 12/08/2009]',-3.000,-2.000,-8.000,-8.000,-9.000,-11.000,-15.000,-7.000,-8.000,-7.000,-7.000,-9.000,-16.000,-14.000,-16.000,-11.000,-13.000,-14.000,-13.000,-15.000,-16.000,-56.000,-50.000,-54.000,-41.000,-24.000,-25.000,-29.000,-41.000,-22.000,-19.000,-12.000,-13.000,-13.000,-15.000,-16.000,-17.000,-23.000,-13.000,1.000,-10.000,-9.000,-9.000,-7.000,-19.000,-4.000,-10.000,-8.000,-4.000,-10.000,-4.000,-5.000,-4.000,0.000,-3.000,-4.000,-3.000,-4.000,0.000,5.000,-3.000,-5.000,6.000,-17.000,0.000
'[16:17:00.800 12/08/2009]',-8.000,-4.000,-11.000,-12.000,-12.000,-12.000,-15.000,-10.000,-10.000,-9.000,-9.000,-12.000,-17.000,-15.000,-18.000,-12.000,-16.000,-16.000,-15.000,-16.000,-18.000,-56.000,-50.000,-52.000,-43.000,-26.000,-26.000,-30.000,-41.000,-23.000,-19.000,-14.000,-15.000,-15.000,-16.000,-17.000,-12.000,-22.000,-13.000,-7.000,-8.000,-7.000,-13.000,-5.000,-18.000,-1.000,-7.000,-6.000,-3.000,-10.000,-4.000,-4.000,-3.000,1.000,0.000,2.000,2.000,-3.000,1.000,4.000,2.000,1.000,10.000,3.000,0.000
'[16:17:00.806 12/08/2009]',-6.000,-2.000,-8.000,-10.000,-9.000,-9.000,-11.000,-6.000,-8.000,-6.000,-7.000,-9.000,-13.000,-11.000,-10.000,-8.000,-13.000,-13.000,-11.000,-13.000,-12.000,-51.000,-47.000,-49.000,-38.000,-22.000,-23.000,-27.000,-36.000,-18.000,-16.000,-12.000,-13.000,-13.000,-13.000,-14.000,-7.000,-20.000,-8.000,-7.000,-4.000,1.000,-3.000,-3.000,-8.000,4.000,-3.000,-3.000,-1.000,-5.000,-1.000,-2.000,-1.000,3.000,3.000,2.000,4.000,-1.000,2.000,4.000,4.000,3.000,11.000,1.000,0.000
'[16:17:00.813 12/08/2009]',-7.000,-3.000,-11.000,-10.000,-10.000,-8.000,-9.000,-8.000,-10.000,-8.000,-9.000,-10.000,-13.000,-10.000,-10.000,-11.000,-13.000,-14.000,-12.000,-12.000,-11.000,-54.000,-49.000,-50.000,-41.000,-24.000,-26.000,-28.000,-35.000,-22.000,-21.000,-15.000,-17.000,-16.000,-16.000,-17.000,-11.000,-21.000,-15.000,-4.000,-11.000,-2.000,-5.000,-6.000,-18.000,1.000,-7.000,-7.000,-3.000,-7.000,-2.000,-3.000,-3.000,2.000,0.000,-1.000,2.000,-2.000,1.000,3.000,2.000,2.000,7.000,-9.000,0.000
'[16:17:00.819 12/08/2009]',-12.000,-6.000,-14.000,-13.000,-12.000,-11.000,-15.000,-10.000,-13.000,-11.000,-11.000,-12.000,-15.000,-13.000,-12.000,-14.000,-15.000,-14.000,-12.000,-14.000,-13.000,-55.000,-51.000,-53.000,-42.000,-27.000,-28.000,-31.000,-40.000,-24.000,-22.000,-17.000,-18.000,-18.000,-18.000,-19.000,-17.000,-19.000,-15.000,-4.000,-11.000,-6.000,-11.000,-7.000,-14.000,0.000,-7.000,-7.000,-2.000,-5.000,0.000,-1.000,-2.000,2.000,-1.000,0.000,3.000,-1.000,2.000,3.000,6.000,5.000,10.000,8.000,0.000
